352,0.0486433
528,0.0470111
136,0.101729
56,0.0538076
139,0.0420772
524,0.0445035
919,0.0435228
598,0.0659137
279,0.038868
862,0.0446098
343,0.0474947
795,0.0314753
367,0.0610204
726,0.0172265
726,0.0844579
937,0.0525018
555,0.071404
390,0.046794
313,0.0644699
827,0.0977856
26,0.0421096
62,0.0809959
395,0.0603798
872,0.0396096
86,0.0690248
577,0.0403092
714,0.0897536
566,0.0564505
892,0.0448082
614,0.10254
773,0.0491371
732,0.0632268
466,0.0319809
797,0.0591293
434,0.0352421
526,0.0598642
266,0.0296451
53,0.0262716
453,0.0679664
517,0.0728001
31,0.0396733
135,0.0605947
419,0.0651206
636,0.0385781
285,0.0281484
958,0.0462681
836,0.0449975
978,0.0441387
940,0.0427044
252,0.0297786
715,0.050685
138,0.0289435
518,0.0323554
156,0.070448
178,0.0421532
753,0.036383
426,0.0219247
122,0.0435251
354,0.0258569
745,0.0557473
200,0.0632201
140,0.0596916
27,0.0643136
813,0.0486301
579,0.0594608
719,0.0360546
596,0.0801398
116,0.0655884
168,0.056701
976,0.0388331
861,0.033598
621,0.0258693
590,0.0321781
805,0.0993045
317,0.0469242
880,0.053676
979,0.0702621
766,0.0776678
451,0.043517
862,0.083734
793,0.0412043
855,0.0491039
663,0.0385846
377,0.0587098
853,0.0501684
633,0.0391399
536,0.0590234
266,0.0702084
500,0.054263
86,0.101104
369,0.0459451
55,0.0361257
935,0.103685
180,0.0448222
987,0.0858699
703,0.0807799
557,0.0621568
538,0.0496671
940,0.114103
835,0.00735668
890,0.0514492
446,0.0254566
549,0.0600681
134,0.0529218
909,0.0818081
802,0.0466234
166,0.0727955
481,0.0189953
188,0.0267885
979,0.0855488
668,0.016235
330,0.05085
186,0.0414622
910,0.0527077
469,0.0357013
354,0.0398734
840,0.0138295
717,0.0332275
376,0.0249346
312,0.063911
179,0.1095
39,0.0831031
691,0.0531862
24,0.0445792
704,0.0513003
352,0.0466882
639,0.0789661
161,0.0728817
55,0.101799
105,0.0381327
896,0.0724311
219,0.0211171
343,0.0543061
660,0.0414751
396,0.0789966
117,0.0870899
9,0.0529976
871,0.0903476
712,0.0620347
98,0.0426989
564,0.053378
997,0.0550299
988,0.0581495
506,0.033644
1,0.0526643
716,0.0645704
612,0.0625917
827,0.0997062
700,0.0267977
319,0.0752409
853,0.0372977
925,0.0620369
701,0.0553633
870,0.0771532
824,0.0727809
897,0.0376565
341,0.074081
638,0.0378335
274,0.0798153
558,0.0535631
101,0.0436737
73,0.0728813
385,0.0809146
520,0.049443
804,0.0317668
705,0.0592715
452,0.0673405
302,0.0576855
455,0.0706395
803,0.025102
119,0.0596701
418,0.0525013
776,0.076048
290,0.034966
776,0.0230376
798,0.0542204
640,0.052205
130,0.0424165
447,0.0534562
823,0.0202372
517,0.0660447
852,0.0999628
86,0.0887286
357,0.0405274
310,0.0643808
429,0.0655907
75,0.0464357
664,0.0370557
33,0.0595109
984,0.082912
564,0.0538364
500,0.0391466
577,0.0376452
777,0.0300027
325,0.0587471
392,0.0812933
503,0.0646049
809,0.0261724
852,0.058494
138,0.0495578
873,0.0554078
315,0.0591539
637,0.0335754
671,0.0507622
229,0.05723
538,0.0234832
832,0.0763698
694,0.048113
38,0.0356224
444,0.036458
407,0.0588115
182,0.055917
832,0.0760531
431,0.0555973
365,0.0401505
599,0.0624306
