78,0.0926028
375,0.0940613
278,0.0956102
397,0.165715
129,0.0589522
397,0.0314753
354,0.0391698
468,0.0525018
219,0.102744
413,0.0977856
118,0.083754
221,0.137767
288,0.0403092
200,0.0851269
350,0.115655
169,0.0928923
398,0.0591293
431,0.0833851
26,0.0262716
258,0.0728001
67,0.0605947
320,0.120328
430,0.0700454
51,0.0894388
60,0.0538817
136,0.0346591
336,0.089285
376,0.036383
130,0.116627
372,0.0557473
463,0.105852
406,0.0486301
359,0.0360546
297,0.0865699
109,0.0976181
310,0.0258693
402,0.0993045
444,0.0552743
496,0.0998752
377,0.130019
427,0.0491039
188,0.0587098
316,0.0391399
494,0.181138
351,0.109312
27,0.0361257
454,0.0746224
351,0.0807799
281,0.0560634
417,0.00735668
197,0.0350333
282,0.0612238
394,0.0601541
240,0.0189953
489,0.0855488
228,0.126227
451,0.0730355
470,0.119686
358,0.0332275
84,0.0766149
411,0.123382
297,0.100454
268,0.0934623
80,0.0728817
342,0.0630292
109,0.0211171
355,0.107399
413,0.11218
435,0.0903476
488,0.109359
498,0.0550299
17,0.0667049
376,0.0818397
413,0.0997062
159,0.0752409
462,0.0620369
218,0.0789325
448,0.0376565
283,0.0742736
248,0.1439
36,0.0728813
89,0.107668
352,0.0592715
223,0.061862
401,0.025102
339,0.0678552
469,0.0688914
145,0.0681982
241,0.0877925
411,0.0202372
325,0.113578
103,0.0603446
214,0.0655907
370,0.0974847
444,0.092632
26,0.114344
388,0.0300027
174,0.163465
404,0.0261724
128,0.0905305
157,0.0591539
335,0.0507622
243,0.0264902
49,0.09604
335,0.0770965
128,0.0793809
215,0.0555973
299,0.0624306
453,0.0268369
350,0.0884771
413,0.0262534
147,0.143503
249,0.0931061
112,0.0707963
366,0.0442757
271,0.0793719
463,0.0546629
379,0.098019
192,0.0904428
367,0.0854678
318,0.0795109
424,0.0419452
37,0.023523
451,0.0476973
92,0.069228
203,0.0584535
200,0.0976111
430,0.0355938
404,0.0480229
455,0.0693763
271,0.158993
263,0.0933724
412,0.056264
92,0.0699731
271,0.0984933
62,0.0794393
226,0.0528485
26,0.0586989
287,0.0820122
322,0.0909304
109,0.047228
51,0.124604
30,0.0489073
373,0.0642318
163,0.111243
397,0.117033
261,0.0607393
26,0.0818388
311,0.0867501
214,0.137508
203,0.0710831
176,0.0368436
449,0.0248823
458,0.0760538
371,0.0784122
499,0.0974149
394,0.0531798
433,0.0889971
78,0.0808827
269,0.0743301
246,0.102842
153,0.110257
209,0.0963302
487,0.0980981
273,0.0686026
36,0.0529665
30,0.0713108
195,0.0722584
477,0.112238
494,0.025288
87,0.025843
248,0.0739129
169,0.0252037
324,0.0588789
277,0.0847107
23,0.0782894
272,0.0248442
391,0.115695
349,0.0430696
349,0.0944603
189,0.0891723
181,0.0512815
232,0.0612786
71,0.0510001
392,0.0939313
161,0.0689728
417,0.0498607
468,0.15658
77,0.0446908
451,0.0793897
145,0.090084
478,0.0754375
351,0.0708283
129,0.0459109
256,0.114961
390,0.109932
36,0.0934679
478,0.0313556
192,0.114907
222,0.107146
365,0.074227
252,0.0726319
463,0.101048
303,0.0894835
32,0.0546682
206,0.0856177
362,0.127746
37,0.063348
153,0.0852452
334,0.0747984
10,0.0529732
375,0.0750935
389,0.0700158
350,0.0596161
462,0.102088
413,0.0926937
384,0.0312653
266,0.114207
26,0.106571
376,0.0726152
308,0.0145362
191,0.0418193
443,0.0778824
190,0.0721105
409,0.0958526
41,0.109404
455,0.0528604
117,0.0708101
438,0.0319761
200,0.0901291
356,0.0569836
170,0.0826218
74,0.0597184
207,0.137571
468,0.124918
413,0.0721844
481,0.106668
475,0.0840985
319,0.104722
128,0.0967866
111,0.0399456
446,0.044992
126,0.0620312
430,0.072658
409,0.0360532
49,0.128078
383,0.0472036
140,0.0773022
260,0.0603605
116,0.0927003
200,0.0883414
197,0.0439375
361,0.0889034
393,0.050369
263,0.0656705
308,0.102107
188,0.0261035
324,0.0959667
336,0.0799474
409,0.125299
214,0.133364
477,0.135863
150,0.100398
400,0.0211005
248,0.0869756
200,0.113397
268,0.0550266
405,0.0611879
306,0.0554309
80,0.0722286
477,0.0532216
429,0.035974
82,0.0485766
84,0.0447303
304,0.0705406
467,0.12751
408,0.05326
60,0.0945005
436,0.0871874
192,0.0472677
399,0.0807075
89,0.101777
119,0.102404
214,0.0543848
