3.812286312667677590e-01,2.249309626074655899e-01,5.286729037289117361e-01
5.476712170304818272e-01,3.931511472213524705e-01,4.671973542490692743e-02
6.021545643018062499e-01,2.450083966158077553e-01,7.952885887494508532e-01
4.021451295452648234e-01,5.366133364034287867e-01,5.365332178253696682e-01
2.023252785423307332e-01,2.605169603722237159e-01,4.246762913213110169e-01
1.435688591385949620e-01,7.818764721960835828e-02,3.757533134694895915e-01
4.103536374857429392e-01,8.187530793309060195e-01,5.941437703033591866e-02
7.039716580612748187e-01,1.910609538091273540e-01,5.454422852125110355e-01
1.709937990074095193e-01,8.445007304561786832e-01,4.172947043454255933e-02
5.569062487548611662e-01,3.074064028548387784e-01,6.552571493359168331e-01
5.306113968475166809e-01,3.410919067958733120e-01,5.784540481137252499e-01
5.078556221376059332e-01,1.816299656170081711e-01,2.972873972042137103e-01
4.292014286435071879e-01,5.350694039015551073e-01,1.823137552482676504e-01
6.154955738887706307e-01,1.407266037289199856e-01,9.406717023238320152e-01
4.615220188565710702e-01,8.295540735457719306e-01,1.521516886430508420e-01
8.306090078092370765e-01,6.080910998741068108e-01,3.911702543917904284e-01
8.850997617805266282e-01,8.489542678979338231e-01,9.412560495157537011e-01
1.857303455424635930e-01,9.638606300761554113e-01,1.058734046645960492e-01
8.467481747768235145e-03,1.976069724942831618e-01,7.481218294508489297e-01
2.634874250711711774e-01,2.198363553738647003e-01,9.447354491649453401e-01
5.216572807326035344e-01,3.573822797218442204e-01,6.745486366452790872e-01
1.828706880869876983e-01,1.437509202909524886e-01,2.838140133407177634e-01
5.466532292234650425e-01,1.068788031518514980e-01,6.856454471729633848e-01
6.530609512925112936e-01,7.595687742901707784e-01,5.629350244327522290e-01
6.014171920824034068e-01,8.035397576873472003e-01,5.670641392059613262e-01
2.354762224340281040e-01,9.411132833671824738e-01,4.040749544897195289e-01
2.341762337419031059e-01,1.644526171332276743e-01,7.404769765071643750e-01
8.202730695324407240e-01,1.592570972883252667e-01,2.744773939060671797e-01
9.419025341494791093e-01,6.660447425230006102e-01,2.460107725147092639e-01
3.215446984782415196e-01,4.645044605898699386e-01,3.927415547261298157e-01
9.130927863027041846e-01,4.272386704140075375e-01,9.198481505526577839e-01
5.515114222110535369e-01,2.025340477544153028e-01,5.155924369229256676e-01
5.236949775917397742e-01,3.335397547802116947e-01,4.773998766810623184e-01
4.434082782060549954e-01,6.141279012601256193e-01,7.042439717293601520e-01
2.729271726320339209e-01,3.844190727938848751e-01,4.160593292765317752e-01
1.489595034760611281e-01,8.928485796287124465e-01,5.447562062848950726e-01
1.145086502432793862e-01,9.084995875647638996e-01,2.296693590734122381e-02
7.936989547391785083e-01,6.153837161000696998e-02,8.208728053608218556e-01
1.232121019828661401e-01,1.154462145630953396e-01,3.327044455668113354e-01
9.277433523355300693e-01,2.224001799038934912e-01,9.962531384550626923e-01
1.678708233722363552e-01,6.997726645545396806e-01,9.455378342184143081e-01
8.482180772183728346e-01,3.913149336938046563e-01,9.457382981924924437e-01
6.560182459353852691e-01,5.247221451709734863e-01,6.335314102816427262e-01
6.737742944078400908e-01,2.485958210594855222e-01,2.884307783049442353e-01
6.338759490512546613e-03,2.505163577366251726e-01,8.109135853077555911e-01
5.328892171753335516e-01,4.273521023253279427e-02,7.707111383202238653e-01
6.451900389177533945e-02,8.486857071376309181e-01,4.815879199743017258e-01
7.623082514598064074e-01,1.243032590901631540e-01,7.148278222080436395e-01
9.490505957547601401e-01,1.066706127144440019e-01,2.979667535036404358e-01
6.844332298610537046e-01,8.847564156841933869e-01,5.313585171173037525e-01
1.594225324184258552e-01,8.535403114874416941e-01,8.969831007698962910e-01
3.440154385683878990e-01,1.845076906986975462e-02,1.430403111065470245e-01
2.344769359915775953e-01,8.853858177211438862e-01,8.474892959665089043e-01
8.502349482973181605e-02,1.605424598360229993e-01,3.889514601406240946e-02
3.639436323239715332e-01,4.924964375572882247e-03,8.546790341398289303e-01
2.208548422239879905e-01,7.871796433241579072e-01,8.336402422038311499e-01
3.896424835231361294e-01,5.335095021098318346e-01,9.083693018695261356e-01
1.998361981194587411e-01,9.209368206036652182e-01,4.062556999629869381e-01
2.412734845903630188e-02,9.812366763482557319e-01,8.939348522489346527e-01
1.245575297660435066e-01,7.931814907957845939e-02,4.595825629211932606e-01
