2.629934109252738406e-01,1.412753488334677066e-01,6.935855866532208980e-01
6.990247884289114699e-01,9.649218639111838414e-01,2.287402186067546417e-01
5.364125211883978839e-01,5.352378123083577632e-01,5.328233862506834839e-01
4.007643754386870372e-01,5.140098376284267800e-01,8.594681663786256642e-01
2.619805974072793031e-01,1.127499213660814181e-01,9.430725268098396619e-01
1.147127175136186672e-01,6.069461239554128085e-01,9.752566673536583464e-01
1.561850336468928457e-02,8.157543438305411287e-01,1.075484970619435821e-01
2.674903270951110024e-01,2.598581375811075400e-01,1.997882089208417034e-01
8.182028553886762090e-01,6.142508977775018586e-02,6.284754388688191806e-01
6.585315607273571903e-01,8.595062718284196546e-02,1.527082333555447313e-01
9.537897297032928989e-01,8.811141636727826132e-01,6.387587185010061841e-01
3.425259585224201819e-01,1.869518822968866401e-01,2.930895954428089922e-01
5.057165417887431458e-01,5.296605851202247361e-01,3.909817114818056050e-01
2.497311098487087211e-02,4.562969511239505227e-01,8.840341518664978082e-01
3.308130765014816177e-02,4.274794151090655081e-01,9.471519130600721814e-01
3.586878692193333773e-01,7.018960209398772410e-01,8.737734945882070781e-01
5.666365796254981824e-01,8.996900432523253777e-01,3.413628823072264451e-01
3.884645588345628786e-01,3.039206717448598161e-01,4.197352847974742396e-01
7.609058154753821634e-01,5.675220428307539144e-01,9.277933828823236029e-01
7.441511818104820097e-01,5.803693817932146226e-01,2.500550052569381343e-01
2.058334888712872734e-01,1.536933375898512644e-01,7.697027123595003850e-01
8.188427907230686476e-01,9.748797821478516479e-02,9.402248677987468106e-01
6.685747407839900402e-01,8.784622702597597588e-01,7.453783358474936893e-01
9.374989988634470084e-01,7.889082651073218155e-01,1.745802155472293560e-01
7.720657368429527656e-01,6.894056141139019989e-01,2.236769876927402478e-02
5.370518346395919407e-01,8.936707356630868571e-02,7.293903359831097610e-01
3.096475453561252644e-01,1.148197993686868035e-01,7.825715951456103658e-01
3.740266866914372379e-01,3.175659843054248199e-01,6.212179002361871705e-01
7.973948660313746606e-01,8.311387608442015740e-01,5.557221863569347109e-01
9.312778473236694721e-01,7.990811633652900037e-01,5.211630703382286178e-02
5.748008286931840516e-01,6.675088869065813890e-01,7.378105167652527774e-01
9.244600068299818618e-01,2.924452171584839277e-01,3.393025443805920416e-01
3.207991097469385933e-01,9.851180979276585870e-01,9.553535313367791382e-01
7.109065148314752669e-01,3.919289604149727158e-01,9.394981614209393372e-01
8.213873300237821695e-01,2.428191228970583149e-01,9.351032618910568583e-01
3.039252711425178832e-01,4.555484880708454698e-01,4.923624942686699590e-01
1.815568811388283965e-01,4.103606431497540674e-01,9.108845532217922925e-01
7.626931589797580902e-02,1.634739316505490203e-01,6.349128453661712079e-02
4.573510723149765145e-01,6.225649984296912631e-01,3.125965358741787936e-01
1.734571445939755430e-01,4.694350989802559271e-01,6.701573212811493541e-01
5.304513162557070727e-01,2.219728539592049632e-01,5.430255898218532273e-01
5.061971063794513670e-01,2.134693000626461945e-01,3.776566689931472043e-01
9.264818202365344701e-01,4.463186577302705738e-01,5.182341698210969350e-01
4.566924706146509028e-01,7.368956556231038846e-01,5.539729139487956644e-01
5.809516729938358770e-01,6.779810257722951317e-02,1.800156662188728829e-01
7.543615106753780442e-01,3.085975701681367145e-01,7.518360002608386328e-01
7.470248758112641996e-01,7.902320188385563160e-01,9.203073154883349982e-01
2.219606171481237622e-01,2.742861495451754950e-01,6.170312811157859789e-01
6.236306924059786816e-01,6.058262250347495881e-01,1.376600738563354964e-01
6.353336491518346563e-01,5.487810146194719296e-01,8.607336871230135689e-01
3.636048292368631030e-01,3.994626913762333587e-02,2.720393437852719476e-01
7.626096558038216733e-01,3.701559450392268857e-01,9.724612955805457259e-01
2.632778162627651408e-01,8.936791479573378272e-01,7.320948888310885305e-02
1.984443624725434896e-01,3.413855116659961775e-01,2.402620933247636703e-01
6.833754396932566477e-01,9.127039160030889775e-01,8.616676856271948681e-01
2.645322291085976385e-01,8.144750838184918740e-01,1.909992243755354036e-01
6.086205594462884561e-01,9.648212511673053271e-01,4.353416072248295077e-01
2.791110395611293704e-01,2.797156750049372143e-01,8.305600932090742017e-01
8.961825068263915561e-01,9.319227074919634868e-01,4.243589637774003442e-02
8.283265935793420187e-01,2.543448757652342351e-01,2.481230308768930248e-01
